date_de_debut;date_de_fin;motif;organisations_syndicales;metiers_cibles;population;nombre_grevistes;taux_grevistes
2007-04-10;2007-04-12;Refus de l'autonomie de la Caisse de Prévoyance et de Retraite;SUD;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";78324.0;2109.0;2.7
2007-06-18;2007-06-19;Appellation Police ferroviaire et maintien de la tenue, arrêt contractualisation prestation, indemnité port d'arme, gilet pare-balles, non respect du RA 0044.;"CGT;FO;CFTC";"agent de manoeuvre;sûreté ferroviaire";1316.0;170.0;12.9
2007-10-17;2007-10-19;Maintien pour tous les cheminots des compensations inhérentes à leurs missions, reconnaissance d'éléments spécifiques pour la retraite des agents de conduite;FGAAC;conducteur;11831.0;9699.0;82.0
2008-04-29;2008-04-30;"Pénibilité, effectifs, rémunération, conditions de travail, maintien appellation ""Police Ferroviaire""";"CGT;UNSA;SUD;CFDT;FO;CFTC";"agent de manoeuvre;sûreté ferroviaire";1691.0;740.0;43.8
2008-10-06;2008-10-08;Salaires, emplois, réorganisations, restructurations, production, RH0077, pénibilité;"CGT;SUD";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";68374.0;6670.0;9.8
2008-10-06;2008-10-08;Salaires, emploi, réorganisations, restructurations, organisation production, modif RH 0077;SUD;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";136641.0;13339.0;9.8
2008-11-05;2008-11-07;RH 0077, organisation de la production, répartition des charges garantissant une multi-activités;"CGT;SUD";"conducteur;agent de manoeuvre";12499.0;4055.0;32.4
2008-11-14;;Pénibilité du métier LT;SUD;service électrique ferroviaire;137.0;17.0;12.4
2008-12-19;2009-05-01;Effectifs, groupes caténaires, PAS maintenance caténaire;SUD;infrastructure;597.0;20.0;3.4
2009-01-28;2009-01-30;Politique de l'emploi à la SNCF, simplifier la SNCF, salaires, service public, unicité de l'entreprise, conditions de travail.;"CGT;SUD;CFDT;FO;CFTC;CFE-CGC;FGAAC";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;régulation et circulation ferroviaire;infrastructure";126829.0;48234.0;38.0
2009-03-13;2009-03-13;Effectifs groupe d'astreinte, PAS;SUD;infrastructure;864.0;26.0;3.0
2009-03-27;2009-03-27;Effectifs groupes d'astreinte, PAS;SUD;infrastructure;238.0;13.0;5.5
2009-04-10;2009-04-10;Effectifs, groupes d'astreinte, PAS;SUD;infrastructure;138.0;8.0;5.8
2009-09-15;2009-09-17;Avenir et évolution du FRET, réintégration du FRET, WI, filialisation, etc...;CGT;"conducteur;conducteur;agent de manoeuvre;accueil en gare et vente;logistique;régulation et circulation ferroviaire";572.0;52.0;9.1
2009-09-21;2009-09-23;Arrêt de la politique de morcèlement en branches d'activité autonomes de l'entreprise publique SNCF , arrêt de la politique d'abandon de trafics fret ferroviaires, avec son cortège de fermeture de sites et de suppressions d'emplois;SUD;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";117605.0;1082.0;0.9
2009-11-17;2009-11-18;Prise en compte pénibilité, progression prime de travail avec code prime 3, management agressif et culpabilisateur, arrêt spécialisation des EEX en une seule activité;CGT;accueil en gare et vente;12514.0;1482.0;11.8
2009-12-12;2010-01-05;Consolidation préavis 14012;SUD;"agent de manoeuvre;chef de bord;chef de bord";695.0;39.0;5.6
2009-12-12;;Eclatement de l'entreprise en activités autonomes , déqualification des métiers et respect de la réglementation du travail , productivité et risques santé et sécurité , fermeture des sites ferroviaires.;SUD;"conducteur;agent de manoeuvre;conducteur";1286.0;88.0;6.8
2009-12-14;;"Suppressions d'emplois , investissements relatifs aux IFTE , politique de formation , renouvellement des RSS , embauche des alternants et arrêt des déqualifications de postes , déroulement de carrière , abandon des ""macro principes"" du schéma directeur.";"CGT;UNSA;SUD;CFDT";ingénierie et maintenance du matériel roulant;569.0;163.0;28.6
2010-02-02;2010-02-04;Emploi , arrêt des restructurations, fusions , organisation de la production pour développer le service public ferroviaire SNCF , salaires et pensions , amélioration des facilités de circulation par des mesures permettant de revenir à la gratuité.;"CGT;UNSA;SUD;CFDT";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";128243.0;37079.0;28.9
2010-03-22;2010-03-24;Emploi, salaires et pensions, retraites, autre organisation de la production pour développer le service public ferroviaire SNCF, restructurations, FC.;"CGT;UNSA";"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";119108.0;36545.0;30.7
2010-11-23;2010-11-24;Retraites, emploi, fret, salaires et pensions, respect des IRP, agents soumis à déclaration individuelle d'intention, situation des cheminots ex-apprentis ou élèves.;SUD;"conducteur;agent de manoeuvre;chef de bord;accueil en gare et vente;logistique;ingénierie et maintenance du matériel roulant;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";118744.0;1098.0;0.9
2011-06-30;2011-07-01;Arrêt de la co-entreprise SNCF/IBM , contrôle du système d'informations du groupe SNCF par l'EPIC SNCF, maintien des DSI et des centres d'exploitation au sein de l'EPIC SNCF, ré-internalisation des charges, emploi, respect de la législation relative à la passation des marchés publics.;"CGT;UNSA;SUD;CFDT";agent de manoeuvre;2423.0;509.0;21.0
2011-12-11;2012-01-03;Arrêt des spécialisations et dégradation des conditions de travail des gestionnaires de Moyens et par conséquent de l'ensemble du personnel Traction. (Au départ PN et PGL).;SUD;"conducteur;conducteur;agent de manoeuvre;conducteur";1346.0;73.0;5.4
2012-04-16;2012-04-18;Avenir des établissements , Charges de travail à réinternaliser , Effectifs , Conditions de travail , Modules ferroviaires des CFA , salaires et prime de travail;"CGT;SUD";"agent de manoeuvre;logistique;ingénierie et maintenance du matériel roulant;régulation et circulation ferroviaire;infrastructure";19883.0;3529.0;17.7
2012-04-16;2012-04-18;Avenir des établissements : Montigny les Metz, Dunkerque, ateliers wagons, Rennes, Oullins, Perigueux et Saintes, Le Mans , Charge de travail : IO, tâches sur véhicules et leurs PRM , Effectifs , Conditions de travailModules ferroviaires aux ateliers des ex annexes de CFA , Salaires et prime de travail.;CGT;"agent de manoeuvre;logistique;ingénierie et maintenance du matériel roulant";19796.0;3524.0;17.8
2012-06-13;2012-06-15;Respect des textes avec arrêt des restructurations,Arrêt des suppressions d'emploi,Retour à la multi-activité;CGT;"conducteur;conducteur;agent de manoeuvre;accueil en gare et vente;logistique;régulation et circulation ferroviaire";8298.0;720.0;8.7
2012-07-03;2012-07-04;Gel du déménagement de la DCF , Effectif, embauches pour couvrir le CO , Formation complète TTMV pour les ATT TS (horairistes);"CGT;UNSA;SUD";"agent de manoeuvre;régulation et circulation ferroviaire";386.0;120.0;31.1
2013-01-14;2013-06-30;Passage en force de l'IN 2974, L'IN 2974 va à l'encontre de l'IN 2424 (4 nuits max), Iniquité de traitement pour les indemnités journalières entre les agents territoriaux et logistique, Dégradation importante de la sécurité, des conditions de travail et de vie, l'IN 2974 va à l'encontre des conclusions des médecins sur le travail de nuit.;SUD;"agent de manoeuvre;logistique;infrastructure";11237.0;62.0;0.6
2013-10-15;2013-10-17;La communication dans la plus grande transparence des enquêtes et études suite à la catastrophe de Brétigny, Une réelle prise en compte de la sûreté des agents, Le respect des dispositions statutaires et réglementaires trop souvent bafouées notamment en matière de recrutements, formation, application des procédures, L'arrêt de l'utilisation abusive d'emplois précaires, stagiaires et alternants sur des postes de cheminots comme les mutations et la mobilité contrainte qui, en plus de dégrader les conditions de vie des cheminots fragilisent la sécurité et la qualité de la production, L'emploi et les recrutements au cadre permanent avec une réévaluation, à la hausse, des effectifs de l'EPIC pour l'année 2013, notamment par une politique volontariste concernant les jeunes en fin de cursus d'alternance afin de garantir des conditions et une qualité du travail de haut niveau, Un travail sur les organisations de la production et une meilleure mutualisation des moyens en articulant les organisations du travail autour des métiers.;SUD;"action sociale;conducteur;agent de manoeuvre;chef de bord;bâtiment;accueil en gare et vente;énergie;logistique;ingénierie et maintenance du matériel roulant;service médical;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";128449.0;4197.0;3.3
2013-12-11;2013-12-13;Respect des dispositions statutaires et réglementaires trop souvent bafouées, notamment en matière de recrutements hors statut, d'utilisation abusive d'emplois précaires, de mutations et lors des exercices de notations, L'arrêt des externalisations, L'emploi et les recrutements au cadre permanent avec une réévaluation à la hausse des effectifs de l'EPIC pour l'année 2013, L'ouverture des négociations salariales dès début 2014 avec une augmentation générale des salaires et une revalorisation des pensions de retraite, Aucune réorganisation ne doit anticiper la mise en oeuvre du projet de loi gouvernemental avant débat et vote de la représentation nationale, Une autre prise en compte de la sûreté et de la sécurité des agents par une réhumanisation des gares et des trains, Le rapport de la commission économique du CCE, dans le cadre de la procédure de droit d'alerte, doit servir de base de réflexions à une réorientation totale de la politique menée dans cette activité, notamment la mutualisation humaine et matérielle, et être intégrée dans les décisions issues de la conférence nationale sur le Fret lancée par le Ministre des Transports.;"CGT;UNSA;SUD";"action sociale;conducteur;agent de manoeuvre;chef de bord;bâtiment;accueil en gare et vente;énergie;logistique;ingénierie et maintenance du matériel roulant;service médical;sûreté ferroviaire;conducteur;chef de bord;régulation et circulation ferroviaire;infrastructure";129998.0;33860.0;26.0
2014-05-21;2014-05-23;débat parlementaire autour de la réforme ferroviaire;CGT;agent de manoeuvre;4095.0;126.0;3.1
2015-01-28;2015-01-30;Manifestation du 29 Janvier;SUD;GPF;131356.0;9148.0;7.0
2015-04-08;2015-04-10;Ouverture de négociations sur le budget 2015, Maintien de l'unicité de l'entreprise, maintien de la représentativité syndicale, maintien des CE Régionaux, Maintien de l'ensemble des relations voyageurs actuelles, changement de la politique menée au FRET SNCF, situation concernant le plan social annoncé suite à la perte de trafic  FRET Danone, plan de régénération du réseau;SUD;GPF;128548.0;11472.0;6.3
2015-06-25;2015-06-25;Salaires;CGT;tractionnaires, conducteurs;95613.0;10727.0;11.2
2015-10-08;2015-10-08;"Les salaires; L'emploi; Les conditions de travail; La sécurité ferroviaire";CGT, SUD-rail;GPF;92602.0;16988.0;12.3
2016-04-26;2016-04-26;Décret socle, CCN, Accord d'entreprise, emplois, salaires;CGT, UNSA, CFDT;;;;23.9
2016-04-28;2016-04-28;Décret socle, CCN, Accord d'entreprise, emplois, salaires;CGT;;;;6.9
2016-05-17;2016-05-17;"Absence de négociation sur les conditions de vie et de travail; emplois et salaires";CGT;;;;15.0
2017-02-02;;Budget 2017 / Forfait- jours;CGT;;;;9.7
2017-06-06;;Répression RPS /  Manifestation Campus Réseau;Sud Rail;;;;0.7
2017-06-29;;Filialisations / Trankeo;Sud Rail;;;;2.1
2018-03-22;;Reforme de la SNCF / Manif de la fonction puplique;UNSA, SUD-Rail;;;;35.4
2018-04-03;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;34.0
2018-04-04;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;29.8
2018-04-09;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;24.9
2018-04-14;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;36.1
2018-04-18;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;19.8
2018-04-23;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;17.4
2018-04-24;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;17.9
2018-04-29;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;28.6
2018-05-03;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;18.2
2018-05-08;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;19.2
2018-05-09;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;14.5
2018-05-29;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;14.4
2018-06-13;;Reforme de la SNCF;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;12.8
2018-07-07;;Reforme de la SNCF;CGT, SUD-Rail;;;;16.1
2019-12-10;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;24.6
2019-12-11;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;15.5
2019-12-15;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;27.4
2019-12-17;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;32.8
2019-12-21;;Réforme des retraites;CGT, SUD-Rail, CFDT, FO, UNSA;;;;24.1
2019-12-22;;Réforme des retraites;CGT, SUD-Rail, CFDT, FO, UNSA;;;;21.6
2020-01-01;;Réforme des retraites;CGT, SUD-Rail, CFDT, FO, UNSA;;;;16.8
2020-01-18;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;8.1
2020-01-20;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;2.3
2020-01-22;;Réforme des retraites;CGT, UNSA, SUD-RAIL, CFDT, FO;;;;1.9
