Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0440724Y;Ecole maternelle Docteur Teillais;ECOLE MATERNELLE PUBLIQUE;DOCTEUR TEILLAIS;Public;21 rue du Docteur Teillais;;;44300;NANTES;Nantes;357210.2;6691430.1;EPSG:2154;47.23458726420742;-1.5333598322123299;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2345872642,-1.53335983221;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-09
0440997V;Ecole élémentaire Les Plantes;ECOLE ELEMENTAIRE PUBLIQUE;PLANTES;Public;19 avenue des Plantes;;;44100;NANTES;Nantes;353410.1;6691634.1;EPSG:2154;47.234446840137984;-1.583659995894648;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2344468401,-1.58365999589;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-06-02
0441038P;Ecole élémentaire Les Garennes;ECOLE ELEMENTAIRE PUBLIQUE;GARENNES;Public;7 place des Garennes;;;44100;NANTES;Nantes;353554.7;6687976.5;EPSG:2154;47.201649477555506;-1.578950057242011;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2016494776,-1.57895005724;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-10-08
0441435W;Ecole primaire privée Saint Clair;ECOLE PRIMAIRE PRIVEE;ST CLAIR;Privé;34 rue Danton;;;44100;NANTES;Nantes;352898.9;6689333.9;EPSG:2154;47.213506663875826;-1.5886396453488845;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2135066639,-1.58863964535;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441494K;Ecole primaire privée Notre-Dame de Toutes Aides;ECOLE PRIMAIRE PRIVEE;N-D.DE TOUTES AIDES;Privé;8 rue Denis Papin;;;44000;NANTES;Nantes;357993.3;6690152.8;EPSG:2154;47.2235110953817;-1.5220597440100478;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2235110954,-1.52205974401;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441634M;Ecole élémentaire Louis Pergaud;ECOLE ELEMENTAIRE PUBLIQUE;LOUIS PERGAUD;Public;6 rue Louis Pergaud;;;44300;NANTES;Nantes;358482.0;6695149.7;EPSG:2154;47.26867420105138;-1.5193895383035185;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2686742011,-1.5193895383;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-06-12
0441665W;Ecole maternelle La Bottière;ECOLE MATERNELLE PUBLIQUE;BOTTIERE;Public;14 rue de la Bottière;;;44300;NANTES;Nantes;358053.8;6691697.6;EPSG:2154;47.237426764660235;-1.5224301106302784;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2374267647,-1.52243011063;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-02-15
0441694C;Ecole élémentaire François Dallet;ECOLE ELEMENTAIRE PUBLIQUE;FRANCOIS DALLET;Public;150 boulevard des Poilus;;;44300;NANTES;Nantes;357192.4;6691344.4;EPSG:2154;47.23380781424526;-1.533529718674513;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2338078142,-1.53352971867;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-05-05
0442047L;Ecole maternelle Marie-Anne du Boccage;ECOLE MATERNELLE PUBLIQUE;MARIE-ANNE DU BOCCAGE;Public;44 rue Marie-Anne du Boccage;;;44000;NANTES;Nantes;354097.9;6689380.6;EPSG:2154;47.21455222498077;-1.572860182658211;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.214552225,-1.57286018266;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1985-09-01
0442898L;Ecole primaire Joséphine Baker;ECOLE PRIMAIRE PUBLIQUE;JOSEPHINE BAKER;Public;2 rue Josephine Baker;;;44000;NANTES;Nantes;354925.7;6688189.3;EPSG:2154;47.20427599929102;-1.5610322550819424;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;3;A OUVRIR;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2042759993,-1.56103225508;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2020-09-01
0442897K;Ecole primaire Leloup-Bouhier;ECOLE PRIMAIRE PUBLIQUE;LELOUP-BOUHIER;Public;11 boulevard DE LAUNAY;;;44100;NANTES;Nantes;354076.5;6688900.6;EPSG:2154;47.21022701559704;-1.5727753901141799;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;3;A OUVRIR;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2102270156,-1.57277539011;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2020-09-01
0440285W;Collège Gaston Serpette;COLLEGE;GASTON SERPETTE;Public;12 rue DU DOCTEUR RAPPIN;;;44000;NANTES;Nantes;353907.7;6690819.7;EPSG:2154;47.22738710438993;-1.5764704324721976;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2273871044,-1.57647043247;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-13
0442649R;Ecole Silvya Terrade Nantes;ECOLE 2D DEGRE PROF.PRIVEE;ECOLE SILVYA TERRADE NANTES;Privé;1 place DE LA GALARNE;;;44200;NANTES;Nantes;357318.9;6688533.9;EPSG:2154;47.208612750788454;-1.5297306351550042;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2086127508,-1.52973063516;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2009-03-16
0441545R;Collège La Noé Lambert;COLLEGE;LA NOE LAMBERT;Public;42 boulevard DES POILUS;;;44300;NANTES;Nantes;357653.1;6691118.7;EPSG:2154;47.23201709108662;-1.5272795035778097;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2320170911,-1.52727950358;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-01-25
0442104Y;Ecole primaire privée Diwan;ECOLE PRIMAIRE PRIVEE;DIWAN;Privé;160 rue du Corps de Garde;;;44100;NANTES;Nantes;351929.5;6690041.0;EPSG:2154;47.219354093168604;-1.6019702314405084;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2193540932,-1.60197023144;31;CONTRAT ASSOCIATION PARTIE DES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1989-09-01
0442871G;Collège Privé Al Bader;COLLEGE PRIVE;AL BADER;Privé;136 boulevard de Seattle;;;44000;NANTES;Nantes;358386.3;6689723.5;EPSG:2154;47.21985495746551;-1.5165504565487438;Correcte;Rue;340;COLLEGE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2198549575,-1.51655045655;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2018-04-20
0441546S;Section d'enseignement général et professionnel adapté du Collège La Noé Lambert;SEGPA;CLG LA NOE LAMBERT;Public;42 boulevard DES POILUS;;;44300;NANTES;Nantes;357656.4;6691097.4;EPSG:2154;47.23182735221781;-1.5272198272419046;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2318273522,-1.52721982724;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-01-25
0440639F;Ecole élémentaire Maurice Macé;ECOLE ELEMENTAIRE PUBLIQUE;MAURICE MACE;Public;14 rue du Pontereau;;;44300;NANTES;Nantes;359428.9;6691481.2;EPSG:2154;47.23618897073644;-1.5041200708170321;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2361889707,-1.50412007082;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440683D;Ecole élémentaire Gaston Serpette;ECOLE ELEMENTAIRE PUBLIQUE;GASTON SERPETTE;Public;46 rue du Douet Garnier;;;44000;NANTES;Nantes;353898.0;6690704.0;EPSG:2154;47.226342186815366;-1.576509838493324;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2263421868,-1.57650983849;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440684E;Ecole élémentaire Stalingrad;ECOLE ELEMENTAIRE PUBLIQUE;STALINGRAD;Public;12 boulevard de Stalingrad;;;44000;NANTES;Nantes;356814.5;6689728.7;EPSG:2154;47.21909089452489;-1.537289909996826;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2190908945,-1.53728991;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440713L;Ecole maternelle Maisdon Pajot;ECOLE MATERNELLE PUBLIQUE;MAISDON PAJOT;Public;22 rue Maisdon Pajot;;;44100;NANTES;Nantes;353203.3;6689537.3;EPSG:2154;47.21549382011315;-1.584780502779314;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2154938201,-1.58478050278;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440725Z;Ecole maternelle Jean Zay 1;ECOLE MATERNELLE PUBLIQUE;JEAN ZAY GPE 1;Public;15 bis rue Yves Kartel;;;44100;NANTES;Nantes;351463.1;6688869.5;EPSG:2154;47.20858063440812;-1.6072199996714536;Correcte;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2085806344,-1.60721999967;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-09
0441434V;Ecole primaire privée Saint Jean XXIII;ECOLE PRIMAIRE PRIVEE;ST JEAN XXIII;Privé;25 rue Alphonse Daudet;;;44000;NANTES;Nantes;354711.4;6690758.7;EPSG:2154;47.2272574883577;-1.5658200052942055;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2272574884,-1.56582000529;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441515H;Ecole élémentaire Jean Moulin;ECOLE ELEMENTAIRE PUBLIQUE;JEAN MOULIN;Public;5 rue de Chypre;;;44000;NANTES;Nantes;357859.8;6689293.1;EPSG:2154;47.21571537576598;-1.5231706180596947;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2157153758,-1.52317061806;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-16
0441524T;Ecole maternelle Jean Moulin;ECOLE MATERNELLE PUBLIQUE;JEAN MOULIN;Public;5 rue de Chypre;;;44000;NANTES;Nantes;357867.0;6689273.3;EPSG:2154;47.21554112556364;-1.5230606629651429;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2155411256,-1.52306066297;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-17
0441571U;Ecole élémentaire Louise Michel;ECOLE ELEMENTAIRE PUBLIQUE;LOUISE MICHEL;Public;21 rue Paul Ramadier;;;44200;NANTES;Nantes;357202.0;6688213.0;EPSG:2154;47.205668179379586;-1.5310293514205147;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2056681794,-1.53102935142;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-05-23
0441666X;Ecole primaire Paul Gauguin;ECOLE PRIMAIRE PUBLIQUE;PAUL GAUGUIN;Public;20 rue de la Coulée;;;44300;NANTES;Nantes;354171.7;6694416.8;EPSG:2154;47.259853663985666;-1.5757405508715907;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.259853664,-1.57574055087;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-02-15
0442031U;Ecole maternelle Le Linot;ECOLE MATERNELLE PUBLIQUE;LINOT;Public;45 rue du Port des Charrettes;;;44300;NANTES;Nantes;357835.5;6695101.4;EPSG:2154;47.26790684912831;-1.5278894925046043;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;44;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2679068491,-1.5278894925;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1986-09-01
