"","date","menu"
"4856",2015-08-07,"Carottes"
"4857",2015-08-07,"Tomme des Pyrénées"
"4858",2015-08-07,"Tarte grillée aux pommes"
"4859",2015-08-10,"Tarte au fromage"
"4860",2015-08-10,"Pilon de poulet confit"
"4861",2015-08-10,"Brocolis"
"4862",2015-08-10,"Fruit"
"4863",2015-08-11,"Salade de pâtes aux tomates confites"
"4864",2015-08-11,"Poisson meunière"
"4865",2015-08-11,"Epinards"
"4866",2015-08-11,"Délice au chèvre"
"4867",2015-08-11,"Fruit"
"4868",2015-08-12,"Salade de tomates"
"4869",2015-08-12,"Jambon fumé"
"4870",2015-08-12,"Marmelade de pommes"
"4871",2015-08-12,"Camembert"
"4872",2015-08-12,"Semoule au lait"
"4873",2015-08-13,"Melon"
"4874",2015-08-13,"Sauté de veau"
"4875",2015-08-13,"Frites"
"4876",2015-08-13,"Suisses aro"
"4877",2015-08-14,"Salade verte/demi oeuf"
"4878",2015-08-14,"Chili de légumes"
"4879",2015-08-14,"Riz basmati"
"4880",2015-08-14,"Dessert végétal aux fruits rouges"
"4881",2015-08-17,"Radis/beurre"
"4882",2015-08-17,"Sauté de dinde Dijonnaise"
"4883",2015-08-17,"Haricots beurre"
"4884",2015-08-17,"Moelleux au chocolat"
"4885",2015-08-17,"Lait bio"
"4886",2015-08-18,"Roulé au fromage"
"4887",2015-08-18,"Rôti de boeuf"
"4888",2015-08-18,"Courgettes à la tomate"
"4889",2015-08-18,"Chèvre"
"4890",2015-08-18,"Fruit"
"4891",2015-08-19,"Pastèque"
"4892",2015-08-19,"Parmentier de poisson"
"4893",2015-08-19,"Salade verte"
"4894",2015-08-19,"Ile flottante"
"4895",2015-08-20,"Salade au thon"
"4896",2015-08-20,"Timbale de pâtes dinde"
"4897",2015-08-20,"Timbale de pâtes"
"4898",2015-08-20,"et gruyère râpé"
"4899",2015-08-20,"Fruit"
"4900",2015-08-21,"Carottes râpées"
"4901",2015-08-21,"Poisson beurre blanc"
"4902",2015-08-21,"Riz"
"4903",2015-08-21,"Flan caramel"
"4904",2015-08-24,"Melon"
"4905",2015-08-24,"Boulettes de bœuf en tagine"
"4906",2015-08-24,"Semoule"
"4907",2015-08-24,"Liégeois choco"
"4908",2015-08-25,"Salade de tomates"
"4909",2015-08-25,"roti de dinde"
"4910",2015-08-25,"jus de veau"
"4911",2015-08-25,"Purée de patate douce"
"4912",2015-08-25,"Compote"
"4913",2015-08-26,"Concombres vgte"
"4914",2015-08-26,"Jambon blanc"
"4915",2015-08-26,"Chips"
"4916",2015-08-26,"Fromage blanc/biscuit"
"4917",2015-08-27,"Betteraves"
"4918",2015-08-27,"Escalope de volaille au jus"
"4919",2015-08-27,"Petits pois"
"4920",2015-08-27,"Chanteneige"
"4921",2015-08-27,"Fruit"
"4922",2015-08-28,"Crêpe au fromage"
"4923",2015-08-28,"Poisson meunière"
"4924",2015-08-28,"ratatouille Bonduelle"
"4925",2015-08-28,"Crème de gruyère"
"4926",2015-08-28,"Fruit"
"4927",2015-08-31,"Pique-nique CL"
"4928",2015-08-31,"randonneur"
"4929",2015-08-31,"CCAS"
"4930",2015-08-31,"Roulade de dinde aux olives"
"4931",2015-08-31,"poisson frais à l'aneth"
"4932",2015-08-31,"Semoule parfumée"
"4933",2015-08-31,"plateau de fromages"
"4934",2015-08-31,"Liégeois chocolat"
"4935",2015-09-01,"reprise scolaire"
"4936",2015-09-01,"Radis/beurre"
"4937",2015-09-01,"CCAS : melon"
"4938",2015-09-01,"Sauté de volaille Niçoise"
"4939",2015-09-01,"pomme de terre Smile"
"4940",2015-09-01,"Crème dessert vanille"
"4941",2015-09-02,"Salade verte / dés de chèvre"
"4942",2015-09-02,"jambon fumée"
"4943",2015-09-02,"jambon de dinde"
"4944",2015-09-02,"coquillette+râpé"
"4945",2015-09-02,"Poire"
"4946",2015-09-03,"Pastèque"
"4947",2015-09-03,"rôti de bœuf au jus"
"4948",2015-09-03,"haricots verts"
"4949",2015-09-03,"Port Salut"
"4950",2015-09-03,"Tarte normande aux pommes"
"4951",2015-09-04,"Salade carnaval"
"4952",2015-09-04,"CCAS : œuf mayonnaise"
"4953",2015-09-04,"filet de poisson sauce normande"
"4954",2015-09-04,"Palets brocolis/carottes"
"4955",2015-09-04,"Camembert"
"4956",2015-09-04,"Prunes Reine-Claude"
"4957",2015-09-04,"tomate Antiboise"
"4958",2015-09-04,"Canard à l'orange"
"4959",2015-09-04,"Gratin de p de terre"
"4960",2015-09-04,"plateau de fromages"
"4961",2015-09-04,"Fromage blanc"
"4962",2015-09-07,"Gaspacho/croûtons"
"4963",2015-09-07,"Confit de poulet"
"4964",2015-09-07,"Purée de légumes verts"
"4965",2015-09-07,"Edam"
"4966",2015-09-07,"Raisin Chasselas"
"4967",2015-09-08,"Salade / demi-oeuf"
"4968",2015-09-08,"CCAS : prévoir salade verte"
"4969",2015-09-08,"tagliatelles"
"4970",2015-09-08,"sauce carbonara au saumon"
"4971",2015-09-08,"Yaourt mixé Fruix Danone"
"4972",2015-09-09,"salade vendéenne au thon"
"4973",2015-09-09,"Poulet Terre à l'assiette"
"4974",2015-09-09,"carottes au cumin"
"4975",2015-09-09,"Tomme des Pyrénées"
"4976",2015-09-09,"Pomme"
"4977",2015-09-10,"Melon"
"4978",2015-09-10,"Sauté de veau au curry / coco"
"4979",2015-09-10,"Frites"
"4980",2015-09-10,"Ile flottante"
"4981",2015-09-11,"carottes rapées"
"4982",2015-09-11,"omelette"
"4983",2015-09-11,"Epinards à la creme"
"4984",2015-09-11,"Fondu au chèvre"
"4985",2015-09-11,"CCAS : prévoir autre fromage"
"4986",2015-09-11,"Eclair chocolat"
"4987",2015-09-11,"céléri remoulade"
"4988",2015-09-11,"poisson frais"
"4989",2015-09-11,"sauce poisson"
"4990",2015-09-11,"carbonata d'aubergines"
"4991",2015-09-11,"plateau de fromage"
"4992",2015-09-11,"pêches chantilly"
"4993",2015-09-14,"Pastèque"
"4994",2015-09-14,"Haché de poulet /ketchup"
"4995",2015-09-14,"Pommes noisettes"
"4996",2015-09-14,"Yaourt aro"
"4997",2015-09-14,"CCAS"
"4998",2015-09-14,"Rillette de saumon"
"4999",2015-09-14,"Sauté d'agneau"
"5000",2015-09-15,"Choux rouges au gruyère"
"5001",2015-09-15,"Chili de bœuf"
"5002",2015-09-15,"riz"
"5003",2015-09-15,"Crème choco bio"
"5004",2015-09-16,"Melon"
"5005",2015-09-16,"rôti de bœuf"
"5006",2015-09-16,"jus de veau"
"5007",2015-09-16,"purée de p de terre"
"5008",2015-09-16,"Chanteneige"
"5009",2015-09-16,"Remplacer fromage CCAS"
"5010",2015-09-16,"Salade de fruits frais"
"5011",2015-09-17,"Tarte au fromage"
"5012",2015-09-17,"Jambon fumé"
"5013",2015-09-17,"Courgette à la tomate"
"5014",2015-09-17,"Poire"
"5015",2015-09-18,"Concombres vgte"
"5016",2015-09-18,"Filet de lieu aux petits légumes"
"5017",2015-09-18,"Choux fleurs gratin"
"5018",2015-09-18,"St Paulin"
"5019",2015-09-18,"Tarte grillée aux pommes"
"5020",2015-09-18,"crevettes mayonnaise"
"5021",2015-09-18,"Aiguillettes de canard"
"5022",2015-09-18,"Céléri boule"
"5023",2015-09-18,"plateau de fromages"
"5024",2015-09-18,"semoule au lait"
"5025",2015-09-21,"PA jeudi"
"5026",2015-09-21,"Rillettes de thon"
"5027",2015-09-21,"CCAS : Filet de maquereau"
"5028",2015-09-21,"Hachis Parmentier"
"5029",2015-09-21,"Salade verte"
"5030",2015-09-21,"Flan caramel"
"5031",2015-09-22,"Crêpe au fromage"
"5032",2015-09-22,"Nuggets de poisson"
"5033",2015-09-22,"CCAS : poisson frais"
"5034",2015-09-22,"Epinards à la crème"
"5035",2015-09-22,"Fromage Belle de Nantes bio"
"5036",2015-09-22,"Raisin"
"5037",2015-09-23,"Choux blancs"
"5038",2015-09-23,"CCAS :carottes râpées"
"5039",2015-09-23,"sauté de veau bio à la forestière"
"5040",2015-09-23,"Haricots verts"
"5041",2015-09-23,"crème de gruyère"
"5042",2015-09-23,"Tarte au citron"
"5043",2015-09-24,"MELODIE DES METS LOCAUX"
"5044",2015-09-24,"PA lundi"
"5045",2015-09-24,"Salade de Pommes de terre bio ARIA (PdT, tomates, concombres)"
"5046",2015-09-24,"Poulet fermier SDA"
"5047",2015-09-24,"Carottes Bio cuite  ARIA"
"5048",2015-09-24,"Yaourt fermier bio"
"5049",2015-09-24,"Confiture BIO Muroise"
"5050",2015-09-25,"Radis/beurre"
"5051",2015-09-25,"salade verte + noix"
"5052",2015-09-25,"Dhal de lentilles bio"
"5053",2015-09-25,"CCAS : poisson frais"
"5054",2015-09-25,"riz Basmati"
"5055",2015-09-25,"Maxi gervais à la fraise"
"5056",2015-09-25,"Surimi sce ciboulette"
"5057",2015-09-25,"Rable de lapin sauce moutarde"
"5058",2015-09-25,"Gratin de courgettes"
"5059",2015-09-25,"plateau de fromages"
"5060",2015-09-25,"fruit de saison"
"5061",2015-09-28,"Pamplemousse"
"5062",2015-09-28,"rôti de bœuf"
"5063",2015-09-28,"ketchup"
"5064",2015-09-28,"CCAS : sce Béarnaise agro"
"5065",2015-09-28,"Poêlée de légumes Collet"
"5066",2015-09-28,"Tomme des Pyrénées"
"5067",2015-09-28,"Gâteau au yaourt"
"5068",2015-09-29,"Pizza au fromage"
"5069",2015-09-29,"Merguez bœuf mouton agro"
"5070",2015-09-29,"Tajine de légumes SMR"
"5071",2015-09-29,"Pomme bio"
"5072",2015-09-30,"Concombres"
"5073",2015-09-30,"Poisson meunière"
"5074",2015-09-30,"CCAS : poisson frais"
"5075",2015-09-30,"Purée de patate douce"
"5076",2015-09-30,"Edam"
"5077",2015-09-30,"Raisin"
"5078",2015-10-01,"Tomates / surimi"
"5079",2015-10-01,"timbale de porc"
"5080",2015-10-01,"timbale de dinde"
"5081",2015-10-01,"Fromage blanc / miel"
"5082",2015-10-02,"Œuf dur mayonnaise"
"5083",2015-10-02,"parmentier de poisson"
"5084",2015-10-02,"salade verte"
"5085",2015-10-02,"Crème dessert vanille"
"5086",2015-10-02,"saumon fumé"
"5087",2015-10-02,"Suprême de pintade au jus"
"5088",2015-10-02,"lentilles cuisinées"
"5089",2015-10-02,"plateau de fromages"
"5090",2015-10-02,"Cocktail de fruits des iles"
"5091",2015-10-05,"Betteraves aux dés de chèvre"
"5092",2015-10-05,"Lasagnes"
"5093",2015-10-05,"salade verte"
"5094",2015-10-05,"Compote pomme-framboise"
"5095",2015-10-06,"Concombres crème"
"5096",2015-10-06,"Sauté de dinde aigre douce"
"5097",2015-10-06,"Sauté de porc aigre douce"
"5098",2015-10-06,"Riz"
"5099",2015-10-06,"Crème dessert chocolat"
"5100",2015-10-07,"Radis/beurre"
"5101",2015-10-07,"CCAS : Rillette de maquereaux"
"5102",2015-10-07,"Tartiflette de dinde"
"5103",2015-10-07,"Yaourt aromatisé"
"5104",2015-10-08,"GREVE"
"5105",2015-10-08,"CCAS : potage de légumes agro"
"5106",2015-10-08,"Betteraves 5/1"
"5107",2015-10-08,"Raviolis 5/1"
"5108",2015-10-08,"Compote 5/1"
"5109",2015-10-09,"Salade de maïs et tomates"
"5110",2015-10-09,"filet de lieu"
"5111",2015-10-09,"sauce beurre blanc"
"5112",2015-10-09,"Putée 3 légumes"
"5113",2015-10-09,"Chanteneige"
"5114",2015-10-09,"CCAS : autre fromage"
"5115",2015-10-09,"Banane"
"5116",2015-10-09,"Samedi 10/10/2015"
"5117",2015-10-09,"Salade de pâtes"
"5118",2015-10-09,"pot au feu de bœuf"
"5119",2015-10-09,"légumes pot au feu"
"5120",2015-10-09,"plateau de fromage"
"5121",2015-10-09,"Fromage blanc coco"
"5122",2015-10-12,"Clafoutis d'automne au butternut C pierre Clot"
"5123",2015-10-12,"Saucisses de Toulouse bio"
"5124",2015-10-12,"Saucisses de volaille bio"
"5125",2015-10-12,"marmelade de pommes ( agro)"
"5126",2015-10-12,"camembert"
"5127",2015-10-12,"Pomme"
"5128",2015-10-13,"Salade aux noix"
"5129",2015-10-13,"Filet de poisson meunière"
"5130",2015-10-13,"CCAS : conserve poisson Meunière"
"5131",2015-10-13,"purée de potimarron Collet"
"5132",2015-10-13,"Yaourt fermier bio / rhubarbe"
"5133",2015-10-14,"Tarte au fromage"
"5134",2015-10-14,"Poulet terre à l'assiette"
"5135",2015-10-14,"Brocolis Provençal"
"5136",2015-10-14,"Banane"
"5137",2015-10-14,"Céléri rémoulade bio"
"5138",2015-10-14,"Sauté de veau à la marocaine"
"5139",2015-10-14,"semoule de couscous"
"5140",2015-10-14,"fromage bio"
"5141",2015-10-14,"Compote pommes / chataigne"
"5142",2015-10-16,"Carottes râpées bio"
"5143",2015-10-16,"omelette"
"5144",2015-10-16,"CCAS : poisson frais"
"5145",2015-10-16,"flan de poireaux maison"
"5146",2015-10-16,"gruyere"
"5147",2015-10-16,"poire"
"5148",2015-10-16,"Potage de légumes"
"5149",2015-10-16,"Filet mignon de porc"
"5150",2015-10-16,"frites"
"5151",2015-10-16,"salade verte"
"5152",2015-10-16,"plateau de fromage"
"5153",2015-10-16,"Pruneaux au sirop"
"5154",2015-10-19,"Salade verte au thon"
"5155",2015-10-19,"Pâtes à la Bolognaise"
"5156",2015-10-19,"Terre à l'assiette"
"5157",2015-10-19,"gruyère râpé"
"5158",2015-10-19,"Flan caramel"
"5159",2015-10-20,"Pamplemousse"
"5160",2015-10-20,"Rôti de porc"
"5161",2015-10-20,"Frites"
"5162",2015-10-20,"Suisses aromatisés"
"5163",2015-10-21,"Concombres"
"5164",2015-10-21,"Merguez de volaille"
"5165",2015-10-21,"ketchup"
"5166",2015-10-21,"Mogette"
"5167",2015-10-21,"Fromage blanc"
"5168",2015-10-21,"Palet choco"
"5169",2015-10-22,"Taboulé"
"5170",2015-10-22,"Sauté de dinde"
"5171",2015-10-22,"forestière"
"5172",2015-10-22,"Haricots verts"
"5173",2015-10-22,"Chanteneige"
"5174",2015-10-22,"Pomme"
"5175",2015-10-23,"Radis/beurre"
"5176",2015-10-23,"CCAS : potage de légumes"
"5177",2015-10-23,"Nuggets de poisson"
"5178",2015-10-23,"CCAS poisson frais"
"5179",2015-10-23,"Courgettes à la tomate"
"5180",2015-10-23,"Riz au lait"
"5181",2015-10-23,"salade de tomates"
"5182",2015-10-23,"blanquette de veau"
"5183",2015-10-23,"Riz"
"5184",2015-10-23,"plateau de fromages"
"5185",2015-10-23,"fruit de saison"
"5186",2015-10-26,"Filets de sardines/citron"
"5187",2015-10-26,"Jambon fumé"
"5188",2015-10-26,"Petits pois"
"5189",2015-10-26,"Fondu au chèvre"
"5190",2015-10-26,"Ananas"
"5191",2015-10-27,"Pizza"
"5192",2015-10-27,"Poisson beurre blanc"
"5193",2015-10-27,"CCAS : poisson frais"
"5194",2015-10-27,"Carottes"
"5195",2015-10-27,"Poire"
"5196",2015-10-28,"Salade carnaval"
"5197",2015-10-28,"Rôti de dinde"
"5198",2015-10-28,"ketchup"
"5199",2015-10-28,"CCAS : sauce Béarnaise"
"5200",2015-10-28,"Epinards"
"5201",2015-10-28,"Tomme des Pyrénées"
"5202",2015-10-28,"Tarte grillée aux pommes"
"5203",2015-10-29,"Choux rouges au gruyère"
"5204",2015-10-29,"Rôti de bœuf Terre à l'assiette"
"5205",2015-10-29,"Ecrasée de p de terre"
"5206",2015-10-29,"Ile flottante"
"5207",2015-10-30,"Salade / demi-oeuf"
"5208",2015-10-30,"Chili de légumes"
"5209",2015-10-30,"Galette de légumes Monde des Crêpes"
"5210",2015-10-30,"Crème dessert chocolat"
"5211",2015-10-30,"potage"
"5212",2015-10-30,"filet de poisson"
"5213",2015-10-30,"poelée de légumes"
"5214",2015-10-30,"plateau de fromage"
"5215",2015-10-30,"fruit de saison"
"5216",2015-11-02,"Pamplemousse"
"5217",2015-11-02,"Hachis Parmentier"
"5218",2015-11-02,"Salade de mâche"
"5219",2015-11-02,"Yaourt mixé fruix"
"5220",2015-11-03,"Radis/beurre"
"5221",2015-11-03,"ccas : crevettes mayonnaise"
"5222",2015-11-03,"jambon fumé"
"5223",2015-11-03,"Mogettes de Vendée"
"5224",2015-11-03,"Liégeois choco"
"5225",2015-11-04,"Salade au gruyère"
"5226",2015-11-04,"CCAS : prévoir tomate"
"5227",2015-11-04,"Sauté bœuf"
"5228",2015-11-04,"Terre à l'assiette"
"5229",2015-11-04,"Pâtes"
"5230",2015-11-04,"Clémentines"
"5231",2015-11-05,"Potage potiron / croûton"
"5232",2015-11-05,"Emincé de dinde"
"5233",2015-11-05,"Brocolis"
"5234",2015-11-05,"StPaulin"
"5235",2015-11-05,"Banane"
"5236",2015-11-06,"Carottes râpées bio"
"5237",2015-11-06,"Petits poissons panés"
"5238",2015-11-06,"CCAS : poisson pané  autre grammage"
"5239",2015-11-06,"Ratatouille agro"
"5240",2015-11-06,"Tomme noire"
"5241",2015-11-06,"Riz au lait maison"
"5242",2015-11-06,"pâté de campagne / cornoichons"
"5243",2015-11-06,"râble de lapin aux herbes"
"5244",2015-11-06,"frites"
"5245",2015-11-06,"tarte aux fruits"
"5246",2015-11-09,"Tarte au fromage"
"5247",2015-11-09,"Poulet confit"
"5248",2015-11-09,"Petits pois maraîchers"
"5249",2015-11-09,"Clémentines"
"5250",2015-11-10,"Salade carnaval (Maïs, tomates, concombres)"
"5251",2015-11-10,"Poisson beurre blanc"
"5252",2015-11-10,"Purée de légumes verts"
"5253",2015-11-10,"Gouda"
"5254",2015-11-10,"Pomme bio"
"5255",2015-11-12,"Choux blancs/mimolette"
"5256",2015-11-12,"ccas : potage de légumes"
"5257",2015-11-12,"Sauté de veau chasseur"
"5258",2015-11-12,"Pommes noisettes"
"5259",2015-11-12,"Flan caramel"
"5260",2015-11-13,"Mâche/demi-oeuf"
"5261",2015-11-13,"Steak de soja+sauce tomate"
"5262",2015-11-13,"Pâtes"
"5263",2015-11-13,"Yaourt aro"
"5264",2015-11-13,"pamplemousse"
"5265",2015-11-13,"sauté d'agneau"
"5266",2015-11-13,"jardinière de légumes"
"5267",2015-11-13,"plateau de fromage"
"5268",2015-11-13,"flan patissier"
"5269",2015-11-16,"Potage tomate/vermicelle"
"5270",2015-11-16,"Sauté de dinde sauce aigre douce"
"5271",2015-11-16,"Poêlée de légumes Collet"
"5272",2015-11-16,"Tomme blanche"
"5273",2015-11-16,"banane"
"5274",2015-11-17,"CCAS:salade coleslaw"
"5275",2015-11-17,"Concombres à la crème"
"5276",2015-11-17,"Rôti de bœuf"
"5277",2015-11-17,"ketchup"
"5278",2015-11-17,"Haricots verts/haricots beurre  coupés"
"5279",2015-11-17,"Chanteneige"
"5280",2015-11-17,"Eclair chocolat"
"5281",2015-11-18,"Carottes râpées bio"
"5282",2015-11-18,"Encornets sauce rougail"
"5283",2015-11-18,"Riz"
"5284",2015-11-18,"Suisses aro"
"5285",2015-11-19,"Pizza au fromage"
"5286",2015-11-19,"Saucisse de Toulouse bio"
"5287",2015-11-19,"Marmelade de pommes"
"5288",2015-11-19,"Crème vanille"
"5289",2015-11-20,"ccas : poisson frais sce poivre"
"5290",2015-11-20,"CCAS : poireaux creme"
"5291",2015-11-20,"Betteraves / dés de chèvre"
"5292",2015-11-20,"Parmentier de poisson"
"5293",2015-11-20,"Salade verte"
"5294",2015-11-20,"Poire"
"5295",2015-11-20,"saumon fumée / sce creme"
"5296",2015-11-20,"hachis parmentier maison"
"5297",2015-11-20,"salade verte"
"5298",2015-11-20,"fromage blanc 1 kg"
"5299",2015-11-23,"Carottes râpées bio"
"5300",2015-11-23,"Lasagnes"
"5301",2015-11-23,"Salade verte"
"5302",2015-11-23,"Ile flottante"
"5303",2015-11-24,"Radis/beurre"
"5304",2015-11-24,"Rôti de dinde"
"5305",2015-11-24,"Purée de pommes de terre"
"5306",2015-11-24,"Yaourt brassé bio"
"5307",2015-11-25,"Rillettes de thon/citron"
"5308",2015-11-25,"Tortillas"
"5309",2015-11-25,"epinards "
"5310",2015-11-25,"Tomme noire"
"5311",2015-11-25,"Pomme"
"5312",2015-11-26,"Endives / surimi"
"5313",2015-11-26,"Boeuf braisé"
"5314",2015-11-26,"Gratin de choux fleurs"
"5315",2015-11-26,"Belle de Nantes"
"5316",2015-11-26,"Tarte au citron"
"5317",2015-11-27,"Crêpe au fromage"
"5318",2015-11-27,"Haché de colin Assiette Bleue"
"5319",2015-11-27,"Ratatouille agro"
"5320",2015-11-27,"Camembert"
"5321",2015-11-27,"Clémentines"
"5322",2015-11-30,"Salade de pâtes"
"5323",2015-11-30,"Sauté de porc à la moutarde"
"5324",2015-11-30,"Palets brocolis/carottes"
"5325",2015-11-30,"Cantal"
"5326",2015-11-30,"Pomme bio"
"5327",2015-12-01,"Chou rouge râpé"
"5328",2015-12-01,"Poisson à la niçoise"
"5329",2015-12-01,"Pommes rissolées"
"5330",2015-12-01,"Danette goûter/lait"
"5331",2015-12-02,"salade de lentilles bio (Lentilles, maïs, tomate)"
"5332",2015-12-02,"Pilon de poulet confit"
"5333",2015-12-02,"Haricots beurre"
"5334",2015-12-02,"Crème de gruyère"
"5335",2015-12-02,"Poire"
"5336",2015-12-03,"Salade verte au thon"
"5337",2015-12-03,"Blanquette de veau"
"5338",2015-12-03,"Riz"
"5339",2015-12-03,"Fromage blanc / miel"
"5340",2015-12-04,"Potage légumes/croûtons"
"5341",2015-12-04,"Omelette"
"5342",2015-12-04,"Courgettes à la tomate"
"5343",2015-12-04,"Chaussée aux moines"
"5344",2015-12-04,"Banane"
"5345",2015-12-07,"Mâche / demi-oeuf"
"5346",2015-12-07,"Paëlla au poulet"
"5347",2015-12-07,"et fruits de mer"
"5348",2015-12-07,"Yaourt aro"
"5349",2015-12-08,"Pamplemousse"
"5350",2015-12-08,"Boulettes de bœuf sauce poivre"
"5351",2015-12-08,"Pâtes"
"5352",2015-12-08,"Flan choco"
"5353",2015-12-09,"céleri rémoulade bio"
"5354",2015-12-09,"Sauté de veau"
"5355",2015-12-09,"Blé bio"
"5356",2015-12-09,"Crème vanille"
"5357",2015-12-10,"Taboulé"
"5358",2015-12-10,"Rôti de porc"
"5359",2015-12-10,"marmelade de pommes"
"5360",2015-12-10,"Fromage bio"
"5361",2015-12-10,"Clémentines"
"5362",2015-12-10,"Fromage Blanc"
"5363",2015-12-11,"Choux blanc / mimolette"
"5364",2015-12-11,"Poisson beurre blanc"
"5365",2015-12-11,"Carottes"
"5366",2015-12-11,"Lait bio"
"5367",2015-12-14,"Pizza"
"5368",2015-12-14,"Haché de volaille"
"5369",2015-12-14,"Épinards à la crème"
"5370",2015-12-14,"Kiwi bio"
"5371",2015-12-15,"Salade de betteraves"
"5372",2015-12-15,"Poisson pané"
"5373",2015-12-15,"Purée de légumes verts"
"5374",2015-12-15,"Tomme Belle de Nantes"
"5375",2015-12-15,"Edam"
"5376",2015-12-15,"Ananas"
"5377",2015-12-16,"Mâche aux noix"
"5378",2015-12-16,"Jambon fumé"
"5379",2015-12-16,"Petits pois"
"5380",2015-12-16,"Fromage au chèvre"
"5381",2015-12-16,"Beignet pomme"
"5382",2015-12-17,"Noël au Canada"
"5383",2015-12-17,"Salade perles et saumon"
"5384",2015-12-17,"Paupiette de poulet"
"5385",2015-12-17,"sauce cranberries"
"5386",2015-12-17,"Potatoes Wedg Skin"
"5387",2015-12-17,"Pancake"
"5388",2015-12-17,"Sirop d'érable"
"5389",2015-12-17,"Chantilly"
"5390",2015-12-17,"Jus d'orange"
"5391",2015-12-18,"REPAS POUR LA PLANETE"
"5392",2015-12-18,"Concombres"
"5393",2015-12-18,"Chili de légumes"
"5394",2015-12-18,"Riz basmati"
"5395",2015-12-18,"Yaourt bio"
"5396",2015-12-21,"Pamplemousse"
"5397",2015-12-21,"Filet de poulet sauce Basquaise"
"5398",2015-12-21,"Haricots verts"
"5399",2015-12-21,"Mimolette"
"5400",2015-12-21,"Semoule au lait"
"5401",2015-12-22,"Potage tomate/vermicelle"
"5402",2015-12-22,"Rôti de bœuf"
"5403",2015-12-22,"ketchup"
"5404",2015-12-22,"Flan de poireaux"
"5405",2015-12-22,"Camembert"
"5406",2015-12-22,"Clémentines"
"5407",2015-12-23,"Salade verte / demi-oeuf"
"5408",2015-12-23,"Tartiflette aux lardons"
"5409",2015-12-23,"Fromage blanc / miel"
"5410",2015-12-24,"REPAS DE NOEL"
"5411",2015-12-24,"Salade de Noël"
"5412",2015-12-24,"emincé de volaille aux marrons"
"5413",2015-12-24,"pommes duchesses"
"5414",2015-12-24,"Chèvre"
"5415",2015-12-24,"Entremet pomme / caramel"
"5416",2016-01-04,"Oeufs durs mayo"
"5417",2016-01-04,"Hachis parmentier"
"5418",2016-01-04,"Salade de mâche"
"5419",2016-01-04,"Crème dessert vanille"
"5420",2016-01-05,"Pamplemousse"
"5421",2016-01-05,"Jambon fumé"
"5422",2016-01-05,"Lentilles bio"
"5423",2016-01-05,"Gervais maxi fraise"
"5424",2016-01-06,"Choux blanc mimolette"
"5425",2016-01-06,"Blanquette de veau"
"5426",2016-01-06,"Blé BIO"
"5427",2016-01-06,"Cocktail de fruits au sirop"
"5428",2016-01-07,"Pâté bio"
"5429",2016-01-07,"cornichons"
"5430",2016-01-07,"Rôti de dinde"
"5431",2016-01-07,"Ratatouille agro"
"5432",2016-01-07,"Tomme noire"
"5433",2016-01-07,"Clémentines"
"5434",2016-01-08,"Carottes râpées bio"
"5435",2016-01-08,"Haché de poisson"
"5436",2016-01-08,"Epinards à la creme"
"5437",2016-01-08,"Fondu au chèvre"
"5438",2016-01-08,"Galette des rois avec chocolat"
"5439",2016-01-11,"Potage légumes / croûtons"
"5440",2016-01-11,"Sauté de porc à la moutarde"
"5441",2016-01-11,"Poêlée de légumes Collet"
"5442",2016-01-11,"Edam"
"5443",2016-01-11,"Gouda"
"5444",2016-01-11,"Banane"
"5445",2016-01-12,"Pizza"
"5446",2016-01-12,"Poisson meunière"
"5447",2016-01-12,"brocolis à la crème"
"5448",2016-01-12,"Poire"
"5449",2016-01-13,"Mâche aux noix"
"5450",2016-01-13,"Escalope cuite Béziau"
"5451",2016-01-13,"jus de veau"
"5452",2016-01-13,"Purée de potimarron bio maison"
"5453",2016-01-13,"Tomme Blanche"
"5454",2016-01-13,"Galette des rois"
"5455",2016-01-14,"Chou rave râpé"
"5456",2016-01-14,"Rôti de bœuf"
"5457",2016-01-14,"Frites"
"5458",2016-01-14,"Flan caramel"
"5459",2016-01-15,"Salade au thon"
"5460",2016-01-15,"Steak de soja sauce tomate"
"5461",2016-01-15,"Riz basmati"
"5462",2016-01-15,"Yaourt fermier bio"
"5463",2016-01-18,"Endives/demi-oeuf"
"5464",2016-01-18,"Haché de poulet"
"5465",2016-01-18,"Petits pois"
"5466",2016-01-18,"semoule au lait"
"5467",2016-01-19,"Salade de lentilles bio (Lentilles bio,maïs, surimi)"
"5468",2016-01-19,"Sauté de veau"
"5469",2016-01-19,"Purée de légumes verts"
"5470",2016-01-19,"Mimolette"
"5471",2016-01-19,"Kiwi bio"
"5472",2016-01-20,"Macédoine mayo"
"5473",2016-01-20,"Cassollette de poisson"
"5474",2016-01-20,"Riz"
"5475",2016-01-20,"Mini Roitelet gratuit"
"5476",2016-01-20,"Clémentines"
"5477",2016-01-21,"Concombres à la vinaigrette"
"5478",2016-01-21,"Timbale de pâtes"
"5479",2016-01-21,"aux lardons et râpé"
"5480",2016-01-21,"Ile flottante"
"5481",2016-01-22,"Betteraves"
"5482",2016-01-22,"Poisson beurre blanc"
"5483",2016-01-22,"Potatoes roty  Mac Cain"
"5484",2016-01-22,"Belle de Nantes"
"5485",2016-01-22,"Pomme bio"
"5486",2016-01-25,"Mâche au chèvre"
"5487",2016-01-25,"Poulet d'Ancenis"
"5488",2016-01-25,"Purée de pommes de terre"
