"","date","menu"
"3898",2014-10-24,"Salade carnaval"
"3899",2014-10-24,"Tomate, maïs, concombres)"
"3900",2014-10-24,"Poisson"
"3901",2014-10-24,"beurre blanc"
"3902",2014-10-24,"Epinards"
"3903",2014-10-24,"Edam"
"3904",2014-10-24,"Riz au lait bio"
"3905",2014-10-27,"Taboulé (semoule bio)"
"3906",2014-10-27,"Filet de poulet ( 70/90gr) SDA"
"3907",2014-10-27,"petits pois"
"3908",2014-10-27,"carré pésident"
"3909",2014-10-27,"Pomme"
"3910",2014-10-28,"Mortadelle Bioporc"
"3911",2014-10-28,"pâté de volaille individuelle"
"3912",2014-10-28,"Poisson meunière"
"3913",2014-10-28,"Courgettes à la tomate"
"3914",2014-10-28,"Camembert"
"3915",2014-10-28,"Ananas"
"3916",2014-10-29,"Concombres vgte"
"3917",2014-10-29,"Sauté de porc forestière"
"3918",2014-10-29,"sauté de dinde forestière"
"3919",2014-10-29,"Salsifis provençal"
"3920",2014-10-29,"Fondant chocolat"
"3921",2014-10-29,"Lait bio"
"3922",2014-10-30,"Choux blancs"
"3923",2014-10-30,"mimolette"
"3924",2014-10-30,"Rôti de bœuf (la terre à l'assiette)"
"3925",2014-10-30,"réservé à Terre assiette)"
"3926",2014-10-30,"frites"
"3927",2014-10-30,"jus de veau"
"3928",2014-10-30,"Flan caramel"
"3929",2014-10-31,"salade verte au thon"
"3930",2014-10-31,"Dhall de lentilles"
"3931",2014-10-31,"riz Basmati"
"3932",2014-10-31,"Suisses aromatisés"
"3933",2014-11-03,"Radis"
"3934",2014-11-03,"beurre"
"3935",2014-11-03,"haché de volaille"
"3936",2014-11-03,"Petits pois"
"3937",2014-11-03,"Beignets aux pommes"
"3938",2014-11-03,"Lait bio"
"3939",2014-11-04,"Pizza"
"3940",2014-11-04,"rôti de bœuf au jus"
"3941",2014-11-04,"Gratin de choux fleurs agro"
"3942",2014-11-04,"Gouda"
"3943",2014-11-04,"Clémentines"
"3944",2014-11-05,"Carottes râpées bio"
"3945",2014-11-05,"filet de poisson meuniere"
"3946",2014-11-05,"Riz"
"3947",2014-11-05,"ratatouille"
"3948",2014-11-05,"Morbier"
"3949",2014-11-05,"Banane"
"3950",2014-11-06,"Betteraves râpée bio"
"3951",2014-11-06,"timbale de porc et râpé"
"3952",2014-11-06,"timbale de dinde"
"3953",2014-11-06,"Yaourt bio"
"3954",2014-11-07,"Mâche"
"3955",2014-11-07,"demi œuf"
"3956",2014-11-07,"Filet de lieu frais"
"3957",2014-11-07,"sauce beurre blanc"
"3958",2014-11-07,"pommes de terre rissolées agro"
"3959",2014-11-07,"Tomme noire"
"3960",2014-11-07,"Poire"
"3961",2014-11-10,"Potage potiron"
"3962",2014-11-10,"hachis parmentier de bœuf"
"3963",2014-11-10,"salade verte"
"3964",2014-11-10,"Crème dessert vanille"
"3965",2014-11-12,"betteraves en dés"
"3966",2014-11-12,"jambon fumee"
"3967",2014-11-12,"jambon de dinde"
"3968",2014-11-12,"Pâtes tortis"
"3969",2014-11-12,"Suisses aro"
"3970",2014-11-13,"Chou rave bio"
"3971",2014-11-13,"Sauté de veau à l'orange"
"3972",2014-11-13,"gratinée de légumes"
"3973",2014-11-13,"Fromage Belle de Nantes bio"
"3974",2014-11-13,"Eclair chocolat"
"3975",2014-11-14,"Salade de pâtes"
"3976",2014-11-14,"filet de lieu surgelé"
"3977",2014-11-14,"sauce crustacés"
"3978",2014-11-14,"fondant de haricots verts"
"3979",2014-11-14,"carre frais"
"3980",2014-11-14,"Pomme bio"
"3981",2014-11-17,"Rillettes de thon"
"3982",2014-11-17,"salade / citron"
"3983",2014-11-17,"sauté de porc à la moutarde"
"3984",2014-11-17,"sauté de dinde à la moutarde"
"3985",2014-11-17,"palet de brocolis / carottes"
"3986",2014-11-17,"Camembert"
"3987",2014-11-17,"Clémentines"
"3988",2014-11-18,"Concombres"
"3989",2014-11-18,"sauce creme"
"3990",2014-11-18,"parmentier de poisson"
"3991",2014-11-18,"salade verte"
"3992",2014-11-18,"mousse choco lait"
"3993",2014-11-19,"Taboulé"
"3994",2014-11-19,"fricassée de poulet SDA"
"3995",2014-11-19,"Haricots verts fondant D'Aucy"
"3996",2014-11-19,"Chèvre"
"3997",2014-11-19,"Pomme"
"3998",2014-11-20,"Choux blancs à la mimolette"
"3999",2014-11-20,"des de mimolette"
"4000",2014-11-20,"bœuf Bourguignon"
"4001",2014-11-20,"Semoule"
"4002",2014-11-20,"Yaourt aromatisé"
"4003",2014-11-21,"Potage tomate/vermicelle"
"4004",2014-11-21,"omelette"
"4005",2014-11-21,"Poêlée de légumes et potatoes"
"4006",2014-11-21,"Edam"
"4007",2014-11-21,"Banane"
"4008",2014-11-24,"Carottes râpées bio"
"4009",2014-11-24,"sauce Bolognaise"
"4010",2014-11-24,"tagliatelles"
"4011",2014-11-24,"gruyère râpés"
"4012",2014-11-24,"Suisses aromatisés"
"4013",2014-11-25,"Mâche au surimi"
"4014",2014-11-25,"jambon fumé"
"4015",2014-11-25,"jambon de dinde+"
"4016",2014-11-25,"sauce vallée d'Auge"
"4017",2014-11-25,"Frites"
"4018",2014-11-25,"Flan caramel"
"4019",2014-11-26,"Choux rouges bio"
"4020",2014-11-26,"sauté de veau Forestière"
"4021",2014-11-26,"Riz"
"4022",2014-11-26,"buguy au fruits 125 gr"
"4023",2014-11-27,"Salade de blés, mais betteraves"
"4024",2014-11-27,"Rôti de dinde"
"4025",2014-11-27,"jus de veau"
"4026",2014-11-27,"Marmelade de pommes"
"4027",2014-11-27,"Délice au chèvre"
"4028",2014-11-27,"Poire"
"4029",2014-11-28,"Tarte au fromage"
"4030",2014-11-28,"filet de poisson petits légumes"
"4031",2014-11-28,"epinards à la creme"
"4032",2014-11-28,"St Paulin"
"4033",2014-11-28,"Ananas"
"4034",2014-12-01,"Pizza"
"4035",2014-12-01,"Pilon de poulet confit"
"4036",2014-12-01,"Haricots verts SMR"
"4037",2014-12-01,"Gruyère"
"4038",2014-12-01,"Clémentines"
"4039",2014-12-02,"Salade carnaval (maïs, tomate, concombres)"
"4040",2014-12-02,"Petits poisson panés"
"4041",2014-12-02,"Gratin de choux fleurs"
"4042",2014-12-02,"Tomme blanche"
"4043",2014-12-02,"Kiwi"
"4044",2014-12-03,"Endives à la mimolette"
"4045",2014-12-03,"Haché de volaille"
"4046",2014-12-03,"purée de potiron"
"4047",2014-12-03,"Gateau au fromage blanc"
"4048",2014-12-03,"Lait bio"
"4049",2014-12-04,"Céleri rémoulade bio"
"4050",2014-12-04,"blanquette de veau"
"4051",2014-12-04,"riz"
"4052",2014-12-04,"Danette goûter lait"
"4053",2014-12-05,"salade / demi-œuf"
"4054",2014-12-05,"Galettes tomates / basilic"
"4055",2014-12-05,"lentilles cuisinées"
"4056",2014-12-05,"Yaourt bio"
"4057",2014-12-08,"Mâche aux dés de gruyère"
"4058",2014-12-08,"emincé de dinde chinoise"
"4059",2014-12-08,"Palets brocolis/carottes"
"4060",2014-12-08,"riz au lait bio"
"4061",2014-12-09,"Potage légumes"
"4062",2014-12-09,"Rôti de bœuf"
"4063",2014-12-09,"sauce poivre"
"4064",2014-12-09,"Petits pois 5/1"
"4065",2014-12-09,"tomme noire"
"4066",2014-12-09,"banane"
"4067",2014-12-10,"Salade coleslaw"
"4068",2014-12-10,"Filet de poisson sauce niçoise"
"4069",2014-12-10,"Tagliatelles"
"4070",2014-12-10,"Chèvre"
"4071",2014-12-10,"Clémentines"
"4072",2014-12-11,"Betteraves râpées bio"
"4073",2014-12-11,"rpées agro / analyse libératoire"
"4074",2014-12-11,"tartiflette de p de terre avec porc"
"4075",2014-12-11,"dinde"
"4076",2014-12-11,"salade verte"
"4077",2014-12-11,"Fromage blanc / miel"
"4078",2014-12-12,"concombes crème"
"4079",2014-12-12,"Poissons meunière"
"4080",2014-12-12,"blé bio /ratatouille"
"4081",2014-12-12,"Chanteneige"
"4082",2014-12-12,"Pomme bio"
"4083",2014-12-15,"Demi-pomelos"
"4084",2014-12-15,"lasagne de bœuf"
"4085",2014-12-15,"salade verte"
"4086",2014-12-15,"Yaourt aromatisé"
"4087",2014-12-16,"Salade de pommes de terre (Pommes de terre, tomate, thon)"
"4088",2014-12-16,"omelette"
"4089",2014-12-16,"haricots verts"
"4090",2014-12-16,"Chevretine Président"
"4091",2014-12-16,"Poire"
"4092",2014-12-17,"Mâche aux noix"
"4093",2014-12-17,"jambon fumée"
"4094",2014-12-17,"jambon de dinde"
"4095",2014-12-17,"mogettes de vendée"
"4096",2014-12-17,"Crème vanille"
"4097",2014-12-18,"repas de noel sous les tropiques"
"4098",2014-12-18,"terrine d'avocat et crabe"
"4099",2014-12-18,"sauce cocktail"
"4100",2014-12-18,"Curry de pintade au lait de coco"
"4101",2014-12-18,"potatoes wedg skin"
"4102",2014-12-18,"fondant chocolat"
"4103",2014-12-18,"coulis de mangue"
"4104",2014-12-18,"jus d'orange classique"
"4105",2014-12-18,"chocolat = 18225"
"4106",2014-12-19,"Crêpe au fromage"
"4107",2014-12-19,"filet de poisson"
"4108",2014-12-19,"beurre blanc"
"4109",2014-12-19,"Brocolis"
"4110",2014-12-19,"Fromage Belle de Nantes"
"4111",2014-12-19,"Kiwi"
"4112",2014-12-22,"concombre à la creme"
"4113",2014-12-22,"Boulettes de bœuf en tagine"
"4114",2014-12-22,"semoule de couscous"
"4115",2014-12-22,"Camembert"
"4116",2014-12-22,"Clémentine"
"4117",2014-12-23,"choux rouge bio vinaigrette"
"4118",2014-12-23,"rôti de porc"
"4119",2014-12-23,"rôti de dinde"
"4120",2014-12-23,"poelée Victoria"
"4121",2014-12-23,"petits pois 5/1 en complément"
"4122",2014-12-23,"jus de veau"
"4123",2014-12-23,"Beignet"
"4124",2014-12-23,"Lait bio"
"4125",2014-12-24,"repas de noel"
"4126",2014-12-24,"salade océane"
"4127",2014-12-24,"endive, pomme, surimi"
"4128",2014-12-24,"emincé de dinde aux baies rouges"
"4129",2014-12-24,"pomme de terre smile"
"4130",2014-12-24,"tarte  chocolat/crème anglaise"
"4131",2014-12-24,"jus d'orange"
"4132",2014-12-25,"Noel"
"4133",2014-12-25,"fermée"
"4134",2014-12-26,"peu de repas"
"4135",2014-12-26,"Crêpe fromage"
"4136",2014-12-26,"filet de poisson sauce crustacés"
"4137",2014-12-26,"carottes au beurre"
"4138",2014-12-26,"Chanteneige"
"4139",2014-12-26,"Compote de pomme"
"4140",2014-12-29,"Potage légumes"
"4141",2014-12-29,"Blanc de dinde"
"4142",2014-12-29,"Jambon fumé"
"4143",2014-12-29,"Lentilles"
"4144",2014-12-29,"St Nectaire"
"4145",2014-12-29,"Poire"
"4146",2014-12-30,"Salade au surimi"
"4147",2014-12-30,"Omelette"
"4148",2014-12-30,"Potatoes et légumes poêlés"
"4149",2014-12-30,"riz au lait"
"4150",2014-12-31,"Pizza"
"4151",2014-12-31,"Escalope normande"
"4152",2014-12-31,"purée 4 légumes verts"
"4153",2014-12-31,"St Paulin"
"4154",2014-12-31,"Kiwi bio"
"4155",2015-01-02,"salade blé et betterave"
"4156",2015-01-02,"Colin d'Alaska meunière 70g (Halieutis)"
"4157",2015-01-02,"Ratatouille 3/1"
"4158",2015-01-02,"chanteneige"
"4159",2015-01-02,"Crème dessert Soulié chocolat"
"4160",2015-01-05,"Rillettes de thon/citron"
"4161",2015-01-05,"Hachis parmentier"
"4162",2015-01-05,"Salade de mache"
"4163",2015-01-05,"Ile flottante"
"4164",2015-01-06,"Endives aux pommes"
"4165",2015-01-06,"Blanc de dinde"
"4166",2015-01-06,"Jambon fumé"
"4167",2015-01-06,"lentilles bio cuisinées"
"4168",2015-01-06,"Edam"
"4169",2015-01-06,"Clémentines"
"4170",2015-01-07,"Choux rouges / surimi"
"4171",2015-01-07,"pâtes tortis bio"
"4172",2015-01-07,"sauce végétale"
"4173",2015-01-07,"gruyère râpé"
"4174",2015-01-07,"Suisses aro"
"4175",2015-01-08,"Potage tomate/vermicelle"
"4176",2015-01-08,"Rôti de dinde au jus"
"4177",2015-01-08,"Haricots verts 5/1"
"4178",2015-01-08,"Tomme noire"
"4179",2015-01-08,"Banane"
"4180",2015-01-09,"Concombres à la vinaigrette"
"4181",2015-01-09,"Nuggets de poisson + Citrons"
"4182",2015-01-09,"Epinards"
"4183",2015-01-09,"Galette briochée"
"4184",2015-01-09,"Lait bio"
"4185",2015-01-12,"Tarte fromage"
"4186",2015-01-12,"Haché de volaille+ketchup"
"4187",2015-01-12,"Haricots beurre 5/1 + Flageolets"
"4188",2015-01-12,"Chanteneige"
"4189",2015-01-12,"Pomme bio"
"4190",2015-01-13,"Potage légumes+croûtons"
"4191",2015-01-13,"Poisson meunière"
"4192",2015-01-13,"Courgette à la tomate"
"4193",2015-01-13,"Camembert"
"4194",2015-01-13,"Poire"
"4195",2015-01-14,"Concombres"
"4196",2015-01-14,"rôti de porc"
"4197",2015-01-14,"rôti de dinde"
"4198",2015-01-14,"jus de veau"
"4199",2015-01-14,"purée d'artichaut D'Aucy"
"4200",2015-01-14,"Chèvre"
"4201",2015-01-14,"Galette des rois pépites choco"
"4202",2015-01-15,"Céléri remoulade"
"4203",2015-01-15,"Sauté de veau sauce aigre douce"
"4204",2015-01-15,"Pomme noisette"
"4205",2015-01-15,"Yaourt aro"
"4206",2015-01-16,"Carottes BIO râpées / demi-œuf"
"4207",2015-01-16,"Chili de légumes"
"4208",2015-01-16,"Riz basmati"
"4209",2015-01-16,"Crème dessert chocolat bio"
"4210",2015-01-19,"Demi-pamplemousse"
"4211",2015-01-19,"ravioli"
"4212",2015-01-19,"Lait bio"
"4213",2015-01-19,"Eclair choclat"
"4214",2015-01-20,"Pizza"
"4215",2015-01-20,"Poulet fermier SDA"
"4216",2015-01-20,"Légumes poelés et potatoes"
"4217",2015-01-20,"Pomme Bio"
"4218",2015-01-21,"Dés de betteraves"
"4219",2015-01-21,"Nuggets de poisson"
"4220",2015-01-21,"Riz/ratatouille"
"4221",2015-01-21,"St Paulin individuel gratuit"
"4222",2015-01-21,"salade de fruits frais Bharlev (Pro à Pro) (voir prix)"
"4223",2015-01-22,"Endive au surimi"
"4224",2015-01-22,"Rôti de bœuf ketchup"
"4225",2015-01-22,"Petits pois carottes s/vide"
"4226",2015-01-22,"Crème dessert vanille"
"4227",2015-01-23,"Choux blancs à la mimolette"
"4228",2015-01-23,"Poisson+ sauce crustacés"
"4229",2015-01-23,"Frites"
"4230",2015-01-23,"Kiwi bio"
"4231",2015-01-26,"Potage potiron"
"4232",2015-01-26,"Lasagnes"
"4233",2015-01-26,"Salade"
"4234",2015-01-26,"Suisses aromatisés"
"4235",2015-01-27,"Concombres"
"4236",2015-01-27,"Pilon de poulet"
"4237",2015-01-27,"Purée pdt"
"4238",2015-01-27,"Gouda"
"4239",2015-01-27,"Ananas"
"4240",2015-01-28,"demi-pomelos"
"4241",2015-01-28,"Saucisses de Toulouse  bio"
"4242",2015-01-28,"saucisse de volaille bio"
"4243",2015-01-28,"Lentilles bio"
"4244",2015-01-28,"Rondelé ail et fines herbes gratuits"
"4245",2015-01-28,"Flan caramel"
"4246",2015-01-29,"Choux rouges râpés"
"4247",2015-01-29,"Bœuf Bourguignon"
"4248",2015-01-29,"Gratinée de légumes"
"4249",2015-01-29,"Fromage blanc"
"4250",2015-01-29,"Palet breton au chocolat Kercadelac"
"4251",2015-01-29,"1 carton gratuit pour 8 achetés"
"4252",2015-01-30,"Taboulé"
"4253",2015-01-30,"Poisson meunière"
"4254",2015-01-30,"Brocolis"
"4255",2015-01-30,"Crème de gruyère"
"4256",2015-01-30,"Orange"
"4257",2015-02-02,"CHANDELEUR"
"4258",2015-02-02,"Mâche aux noix"
"4259",2015-02-02,"jambon fumé"
"4260",2015-02-02,"marmelade de pomme"
"4261",2015-02-02,"expé en poche"
"4262",2015-02-02,"St paulin"
"4263",2015-02-02,"Crêpe/confiture"
"4264",2015-02-03,"salade composée"
"4265",2015-02-03,"aux dés de chèvre (Tomate, concombres, dés de chèvre)"
"4266",2015-02-03,"filet de lieu au beurre blanc"
"4267",2015-02-03,"riz"
"4268",2015-02-03,"danette goûter-lait"
"4269",2015-02-04,"Potage tomate/vermicelle"
"4270",2015-02-04,"Pavé de dinde local"
"4271",2015-02-04,"Petits pois"
"4272",2015-02-04,"Camembert"
"4273",2015-02-04,"Clémentines"
"4274",2015-02-05,"carottes râpés bio"
"4275",2015-02-05,"timbale de pâtes dinde"
"4276",2015-02-05,"timbale de pâtes porc"
"4277",2015-02-05,"Yaourt fermier bio"
"4278",2015-02-06,"Feuilleté fromage"
"4279",2015-02-06,"Omelette"
"4280",2015-02-06,"ratatouille / bles"
"4281",2015-02-06,"Fromage Belle de nantes bio"
"4282",2015-02-06,"Pomme bio"
"4283",2015-02-09,"Salade au thon"
"4284",2015-02-09,"Pâtes à la bolognaise Terre à l'assiette"
"4285",2015-02-09,"et râpé"
"4286",2015-02-09,"Suisses aromatisés"
"4287",2015-02-10,"Concombres"
"4288",2015-02-10,"Palets volaille Nature et terroir"
"4289",2015-02-10,"Lentilles"
"4290",2015-02-10,"Crème vanille"
"4291",2015-02-11,"Choux blanc mimolette"
"4292",2015-02-11,"Blanquette de veau"
"4293",2015-02-11,"Pommes vapeur bio Aria??"
"4294",2015-02-11,"Compote po/framboise"
"4295",2015-02-12,"Taboulé"
"4296",2015-02-12,"Poulet fermier Terre à l'assiette"
"4297",2015-02-12,"Haricots verts"
"4298",2015-02-12,"Chanteneige"
"4299",2015-02-12,"Banane"
"4300",2015-02-13,"Carottes râpées"
"4301",2015-02-13,"Poisson meunière Halieutis 70g"
"4302",2015-02-13,"Epinards"
"4303",2015-02-13,"Tomme noire"
"4304",2015-02-13,"Riz au lait bio"
"4305",2015-02-16,"Tarte au fromage"
"4306",2015-02-16,"Haché de volaille"
"4307",2015-02-16,"Petits pois"
"4308",2015-02-16,"Pomme"
"4309",2015-02-17,"Potage légumes + croûtons"
"4310",2015-02-17,"Poisson sauce beurre blanc"
"4311",2015-02-17,"Brocolis"
"4312",2015-02-17,"Gruyère"
"4313",2015-02-17,"Orange"
"4314",2015-02-18,"Celeri rémoulade bio"
"4315",2015-02-18,"Sauté de dinde"
"4316",2015-02-18,"Sauté de porc"
"4317",2015-02-18,"Carottes surgelées"
"4318",2015-02-18,"Tarte grillée aux pommes"
"4319",2015-02-18,"Lait bio"
"4320",2015-02-19,"demi-pamplemousse"
"4321",2015-02-19,"Rôti de bœuf Terre à l'assiette"
"4322",2015-02-19,"Ketchup"
"4323",2015-02-19,"Frites"
"4324",2015-02-19,"Yaourt aromatisé"
"4325",2015-02-20,"Mâche/demi-œuf"
"4326",2015-02-20,"Galette de soja tomate/basilic"
"4327",2015-02-20,"sauce tomate"
"4328",2015-02-20,"Pâtes tortis"
"4329",2015-02-20,"Fromage blanc / miel"
"4330",2015-02-23,"Salade verte/surmi"
"4331",2015-02-23,"Pilon de poulet confit"
"4332",2015-02-23,"Petits pois"
"4333",2015-02-23,"Camembert"
"4334",2015-02-23,"Beignet pomme"
"4335",2015-02-24,"Salade de pâtes aux tomates confites"
"4336",2015-02-24,"Omelette"
"4337",2015-02-24,"Poêlée de légumes et potatoes"
"4338",2015-02-24,"Délice au chèvre"
"4339",2015-02-24,"Ananas"
"4340",2015-02-25,"Choux rouges"
"4341",2015-02-25,"Sauté de bœuf Terre à l'assiette"
"4342",2015-02-25,"Semoule"
"4343",2015-02-25,"Chèvre"
"4344",2015-02-25,"Cocktail de fruits"
"4345",2015-02-26,"Concombres"
"4346",2015-02-26,"Saucisses bio"
"4347",2015-02-26,"Mogettes"
"4348",2015-02-26,"Ile flottante"
"4349",2015-02-27,"Betteraves vgte"
"4350",2015-02-27,"Poisson Frais sauce beurre blanc"
"4351",2015-02-27,"Pommes rissolées"
"4352",2015-02-27,"Edam"
"4353",2015-02-27,"Orange"
"4354",2015-03-02,"salade coleslaw"
"4355",2015-03-02,"Pâtes tortis à la bolognaise"
"4356",2015-03-02,"et gruyère râpé"
"4357",2015-03-02,"Fromage blanc / fruits rouges"
"4358",2015-03-03,"Endives au thon"
"4359",2015-03-03,"Sauté de dinde forestière"
"4360",2015-03-03,"Pommes noisettes"
"4361",2015-03-03,"Yaourt aromatisé"
"4362",2015-03-04,"1/2 avocat vgte"
"4363",2015-03-04,"sauté de bœuf niçois"
"4364",2015-03-04,"riz barquette"
"4365",2015-03-04,"Cantal"
"4366",2015-03-04,"Banane"
"4367",2015-03-05,"Mâche aux noix"
"4368",2015-03-05,"Rôti de bœuf au jus"
"4369",2015-03-05,"Choux fleurs au gratin"
"4370",2015-03-05,"Mimolette"
"4371",2015-03-05,"tarte normande aux pommes"
"4372",2015-03-06,"Taboulé"
"4373",2015-03-06,"Poisson pané"
"4374",2015-03-06,"Epinards"
"4375",2015-03-06,"Chaussée aux Moines"
"4376",2015-03-06,"Kiwi bio"
"4377",2015-03-09,"Salade de blé bio et betteraves"
"4378",2015-03-09,"Jambon fumé"
"4379",2015-03-09,"Blanc de dinde"
"4380",2015-03-09,"Poêlée ratatouille Bonduelle"
"4381",2015-03-09,"Gruyère"
"4382",2015-03-09,"Orange"
"4383",2015-03-10,"Pamplemousse"
"4384",2015-03-10,"Parmentier de poisson"
"4385",2015-03-10,"Salade verte"
"4386",2015-03-10,"Fromage de brebis/vache"
"4387",2015-03-10,"Cocktail de fruits au sirop et litchee"
"4388",2015-03-11,"Salade carnaval (maïs, concombres, 
dés de tomates bio PPfruit)"
"4389",2015-03-11,"Nuggets de volaille"
"4390",2015-03-11,"Haricots beurre"
"4391",2015-03-11,"St Paulin"
"4392",2015-03-11,"Compote pomme framboise"
"4393",2015-03-12,"Chou rave bio"
"4394",2015-03-12,"Sauté de bœuf bourguignon"
"4395",2015-03-12,"Riz"
"4396",2015-03-12,"Crème vanille"
"4397",2015-03-13,"Rillettes de thon"
"4398",2015-03-13,"Omelette"
"4399",2015-03-13,"Gratinée de légumes"
"4400",2015-03-13,"Tomme blanche"
"4401",2015-03-13,"Pomme bio"
"4402",2015-03-16,"Concombres crème+cantadou"
"4403",2015-03-16,"Boulettes de bœuf"
"4404",2015-03-16,"Semoule"
"4405",2015-03-16,"Flan caramel"
"4406",2015-03-17,"Choux blanc mimolette"
"4407",2015-03-17,"Rôti de porc"
"4408",2015-03-17,"Frites"
"4409",2015-03-17,"Ananas"
"4410",2015-03-18,"Céleri bio rémoulade"
"4411",2015-03-18,"Sauté de veau aigre doux"
"4412",2015-03-18,"Riz"
"4413",2015-03-18,"Suisses aro"
"4414",2015-03-19,"Pizza"
"4415",2015-03-19,"Paupiette de dinde (fraîche)"
"4416",2015-03-19,"Vallée d'auge"
"4417",2015-03-19,"Marmelade de pomme (livrée direct école)"
"4418",2015-03-19,"Banane"
"4419",2015-03-20,"Journée internationale sans viande"
"4420",2015-03-20,"Salade/demi-œuf"
"4421",2015-03-20,"Poisson meunière"
"4422",2015-03-20,"Carottes au beurre"
"4423",2015-03-20,"Fromage belle de Nantes"
"4424",2015-03-20,"Eclair chocolat"
"4425",2015-03-23,"Pâté bio"
"4426",2015-03-23,"Haché de volaille"
"4427",2015-03-23,"Petits pois"
"4428",2015-03-23,"Tomme des Pyrénées"
"4429",2015-03-23,"Salade de fruits frais Pro à Pro"
"4430",2015-03-24,"Choux rouges"
"4431",2015-03-24,"Rôti de bœuf sauce au poivre"
"4432",2015-03-24,"Purée p de terre"
"4433",2015-03-24,"Crème chocolat St Père (Pomona)"
"4434",2015-03-25,"Mâche/gruyère"
